student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score
STU100330,25,Female,77.82,15.31,76.17,77.43,58.6,74.68,2.64,50.74
STU100331,22,Female,79.95,13.19,66.98,43.66,79.25,69.18,1.85,62.62
STU100332,22,Male,52.08,10.62,50.93,59.45,59.13,55.28,1.51,50.89
STU100333,28,Male,67.16,14.1,57.21,70.88,46.65,71.67,2.08,52.9
STU100334,23,Male,76.0,1.93,72.23,72.65,80.99,83.04,2.81,63.08
STU100335,28,Female,75.15,15.04,66.22,50.23,58.27,47.98,1.83,56.33
STU100336,30,Female,61.27,13.71,63.84,54.57,41.7,55.97,2.49,49.95
STU100337,22,Female,88.83,18.16,80.11,54.0,77.31,65.07,2.61,78.02
STU100338,20,Female,73.26,13.84,72.23,69.81,54.41,56.16,2.59,44.2
STU100339,30,Male,69.27,24.79,66.87,81.46,83.44,80.99,3.26,76.54
STU100340,26,Male,68.89,8.81,49.42,52.05,40.98,65.07,1.35,45.97
STU100341,21,Male,86.59,9.91,86.1,86.89,79.91,76.82,2.96,77.99
STU100342,26,Female,71.82,18.18,76.9,84.24,67.01,71.13,2.96,68.59
STU100343,24,Female,81.58,21.41,71.1,52.81,62.46,70.87,2.73,62.5
STU100344,29,Male,84.92,22.31,87.61,85.07,59.83,74.94,2.92,63.19
STU100345,21,Male,72.41,14.04,77.73,63.86,74.62,59.7,2.42,86.79
STU100346,30,Female,78.35,8.82,65.22,67.28,71.95,65.17,1.64,66.02
STU100347,30,Female,87.44,27.98,72.23,87.3,85.53,91.87,3.18,74.26
STU100348,20,Female,90.58,24.28,91.77,70.31,94.11,93.4,2.91,99.51
STU100349,20,Male,76.05,13.8,57.78,46.5,52.3,62.21,2.33,68.23
STU100350,24,Female,79.23,16.46,72.19,81.93,77.42,82.45,2.05,78.62
STU100351,18,Female,92.63,21.54,82.76,76.55,83.3,95.81,3.08,92.83
STU100352,21,Female,74.15,16.95,63.86,67.78,67.67,56.61,2.57,80.42
STU100353,23,Female,85.55,19.58,74.47,59.12,90.02,66.44,2.82,78.4
STU100354,30,Female,81.48,26.07,77.11,77.78,64.58,65.98,2.67,73.1
STU100355,30,Female,65.23,15.01,72.82,63.47,41.67,73.33,2.15,57.98
STU100356,19,Female,96.71,22.71,68.68,74.18,77.84,73.03,3.12,71.41
STU100357,29,Male,78.35,11.14,64.68,62.6,65.86,71.49,2.35,76.15
STU100358,19,Male,58.91,3.57,56.04,43.99,41.62,63.83,1.9,48.34
STU100359,27,Female,54.15,9.38,66.79,65.14,57.45,60.61,1.81,60.87
STU100360,28,Female,56.56,14.83,71.75,45.18,63.53,58.42,2.53,66.13
STU100361,29,Male,84.07,23.23,83.86,88.47,88.15,70.62,2.99,75.71
STU100362,20,Male,90.4,17.01,88.24,97.71,68.7,78.68,2.71,76.9
STU100363,29,Female,87.95,23.4,90.22,100.0,73.17,85.97,2.88,69.77
STU100364,19,Female,84.47,14.5,77.89,64.08,76.35,60.26,2.64,71.51
STU100365,24,Female,85.63,20.85,69.11,80.64,84.23,70.93,2.52,83.87
STU100366,24,Male,73.02,18.1,74.07,67.42,80.42,56.36,2.62,73.44
STU100367,22,Female,94.95,16.32,72.23,86.96,68.2,83.6,2.22,66.88
STU100368,18,Female,82.13,15.17,80.36,79.21,78.95,60.82,2.91,63.82
STU100369,28,Male,63.51,7.24,53.22,51.32,45.63,42.18,2.42,42.15
STU100370,22,Male,63.27,10.67,64.85,51.95,54.13,70.35,2.52,63.96
STU100371,26,Female,68.14,3.59,60.63,54.67,52.22,54.59,1.6,54.69
STU100372,23,Male,100.0,24.65,80.06,75.87,75.3,66.15,2.96,74.08
STU100373,22,Female,89.93,30.71,90.98,88.36,95.61,92.71,3.32,89.11
STU100374,29,Female,43.05,6.29,48.6,45.83,50.7,49.74,1.41,42.98
STU100375,19,Female,89.86,25.96,82.3,82.0,83.11,100.0,3.42,78.82
STU100376,27,Male,76.38,13.27,62.94,64.46,70.73,60.79,2.42,71.26
STU100377,27,Female,85.98,21.72,85.54,87.63,76.52,72.41,2.69,65.87
STU100378,22,Male,75.75,17.38,66.22,82.59,64.72,69.37,3.09,68.0
STU100379,21,Female,94.89,24.26,100.0,78.08,74.74,94.58,2.83,86.75
STU100380,18,Male,93.01,20.94,85.97,72.05,88.29,55.55,2.32,74.24
STU100381,30,Female,60.44,6.28,43.69,45.99,43.83,53.67,1.42,56.05
STU100382,30,Female,75.96,5.18,76.4,94.73,72.89,71.89,2.66,60.41
STU100383,21,Male,86.93,22.09,87.63,66.5,78.32,86.85,2.8,68.98
STU100384,18,Male,80.59,15.69,64.61,70.2,53.54,60.86,2.7,41.51
STU100385,24,Female,96.88,19.7,82.05,82.0,80.45,80.2,2.55,83.52
STU100386,18,Male,79.13,8.73,70.13,62.53,70.07,64.28,2.03,50.14
STU100387,28,Male,70.83,7.27,71.96,54.63,60.39,53.42,2.05,68.11
STU100388,29,Male,57.04,4.91,56.69,54.83,50.18,58.37,1.89,62.92
STU100389,19,Female,79.22,9.73,77.13,56.97,63.2,64.15,2.38,64.93
STU100390,27,Female,73.7,13.78,72.68,74.06,75.11,77.18,2.01,63.71
STU100391,20,Male,47.48,15.04,72.23,39.32,35.24,68.19,1.69,66.47
STU100392,22,Female,70.18,21.08,70.04,62.89,73.01,66.81,1.8,68.07
STU100393,25,Male,66.37,10.53,59.92,27.17,50.69,50.44,1.28,46.98
STU100394,27,Male,76.41,12.68,44.74,55.08,36.48,69.36,2.6,51.37
STU100395,29,Male,92.07,22.02,58.13,79.26,80.42,76.24,2.33,78.16
STU100396,18,Male,55.91,17.02,62.97,66.72,74.82,65.62,2.02,56.67
STU100397,20,Male,98.61,27.34,73.54,59.72,80.48,72.17,2.96,75.46
STU100398,21,Female,100.0,28.39,89.1,100.0,95.44,100.0,3.64,95.83
STU100399,22,Male,93.12,24.96,83.52,92.94,92.19,83.47,3.07,66.47
STU100400,30,Female,84.04,14.89,99.61,53.69,48.49,69.57,2.99,60.11
STU100401,28,Male,84.72,18.8,68.76,84.97,81.14,93.63,3.62,84.08
STU100402,22,Male,55.54,5.95,65.84,45.2,46.12,48.38,2.19,39.8
STU100403,30,Male,53.86,5.13,48.95,57.94,49.08,58.7,2.37,60.82
STU100404,24,Female,73.07,16.23,59.18,76.58,55.0,66.93,2.27,69.37
STU100405,24,Female,73.76,18.47,70.48,82.32,68.48,82.64,2.15,57.98
STU100406,23,Male,81.22,28.76,70.42,76.59,55.29,69.9,3.03,49.21
STU100407,19,Male,78.95,7.55,52.09,70.45,54.87,61.74,2.5,58.82
STU100408,30,Male,85.67,20.99,67.61,87.72,71.73,64.39,1.95,66.41
STU100409,18,Female,73.33,10.58,63.65,68.71,80.92,86.18,2.26,82.52
STU100410,20,Male,83.53,15.4,69.45,66.99,91.14,80.93,2.15,68.75
STU100411,20,Female,79.6,19.78,72.89,76.41,59.04,63.56,2.59,53.86
STU100412,21,Male,65.15,12.72,56.15,31.93,62.6,51.46,2.15,44.29
STU100413,19,Male,71.55,15.1,80.38,63.18,67.92,69.27,2.37,59.31
STU100414,18,Female,83.07,17.59,68.08,82.32,67.46,79.9,2.66,71.39
STU100415,26,Male,87.64,20.62,66.43,66.91,63.82,69.03,1.88,53.88
STU100416,30,Male,86.11,16.04,59.25,75.29,74.52,73.95,2.68,94.3
STU100417,19,Female,98.32,24.0,83.42,72.29,99.41,91.6,2.57,69.63
STU100418,21,Male,84.43,23.89,99.27,77.95,73.37,80.87,2.79,69.11
STU100419,24,Male,72.87,6.81,68.53,53.02,43.85,52.46,1.7,46.31
STU100420,30,Male,77.99,24.27,71.6,53.78,71.19,53.26,2.79,75.24
STU100421,27,Male,47.82,19.9,52.17,72.7,46.03,79.95,2.04,44.68
STU100422,27,Female,73.38,21.05,87.7,64.16,65.51,69.26,2.47,52.31
STU100423,25,Male,68.17,15.04,61.35,57.18,67.59,40.25,2.67,52.09
STU100424,23,Female,100.0,14.02,78.97,66.48,68.38,86.63,3.27,93.48
STU100425,20,Female,86.17,13.1,74.07,73.34,82.67,63.74,2.76,59.05
STU100426,29,Female,92.07,21.5,100.0,93.03,80.03,94.25,2.87,86.71
STU100427,28,Female,85.92,18.02,81.6,91.03,83.38,92.56,2.61,83.28
STU100428,18,Female,87.24,16.51,73.49,67.42,57.93,66.27,2.34,63.45
STU100429,27,Female,84.9,0.0,65.75,58.91,70.84,56.54,2.39,71.32
STU100430,19,Male,93.49,28.55,72.23,89.84,76.14,93.16,2.7,73.17
STU100431,27,Male,63.89,13.13,66.32,73.03,57.8,80.0,1.94,66.08
STU100432,28,Female,47.29,15.04,70.69,39.57,51.99,55.93,1.64,50.16
STU100433,19,Male,94.92,30.58,82.94,84.06,88.81,78.11,2.62,73.16
STU100434,23,Female,80.81,14.32,60.79,79.27,71.86,65.69,2.59,67.71
STU100435,19,Male,89.82,15.95,90.77,86.13,91.36,83.06,3.32,84.96
STU100436,25,Female,83.09,18.74,73.52,72.6,58.86,72.11,2.58,45.46
STU100437,30,Male,67.92,16.79,75.13,62.42,64.5,66.22,2.68,58.22
STU100438,19,Female,100.0,23.29,84.69,90.17,89.11,77.92,3.06,87.68
STU100439,23,Male,56.48,17.53,51.52,68.93,49.87,70.24,1.71,53.69
STU100440,30,Male,62.32,12.54,73.96,77.39,49.92,62.71,1.86,55.18
STU100441,21,Female,64.42,14.75,79.68,54.31,48.75,57.16,2.16,58.62
STU100442,19,Female,48.45,3.44,32.76,41.55,39.78,50.23,1.43,33.93
STU100443,24,Female,91.4,26.59,81.83,93.62,86.3,82.24,2.52,76.55
STU100444,24,Female,80.64,10.0,61.51,69.77,82.26,64.8,2.17,58.01
STU100445,26,Male,97.78,15.12,73.1,85.96,68.21,70.04,2.94,73.54
STU100446,22,Female,83.95,21.16,56.66,56.37,73.35,74.98,2.79,66.83
STU100447,30,Male,83.79,20.14,81.48,85.98,65.25,78.53,2.91,75.71
STU100448,24,Female,67.99,16.24,62.99,62.08,62.19,69.23,2.02,68.66
STU100449,21,Male,54.68,7.33,59.05,63.51,54.56,65.32,2.39,59.43
STU100450,30,Male,78.92,17.94,83.78,63.99,73.22,73.63,2.73,68.72
STU100451,30,Female,82.22,12.54,77.25,96.62,59.16,70.55,2.71,66.33
STU100452,24,Female,87.14,15.04,67.23,59.77,64.14,93.43,2.07,68.68
STU100453,18,Male,67.97,7.27,52.7,81.55,60.41,67.81,1.92,60.68
STU100454,25,Female,69.59,10.29,51.66,56.91,55.48,65.66,1.39,40.59
STU100455,25,Female,76.59,13.8,87.2,70.53,73.69,78.5,2.67,75.32
STU100456,19,Male,65.95,4.81,71.64,54.75,62.61,64.06,2.64,61.59
STU100457,26,Female,81.98,11.73,82.87,63.98,79.7,61.27,2.96,71.13
STU100458,28,Male,77.36,16.56,62.06,65.36,78.45,66.65,2.0,63.54
STU100459,19,Male,75.24,12.99,70.74,66.39,60.51,57.86,2.55,49.72
STU100460,27,Female,80.78,13.04,84.37,78.63,66.32,60.24,2.68,62.74
STU100461,19,Male,90.97,22.52,83.05,74.3,76.95,95.61,1.94,61.86
STU100462,27,Male,100.0,34.62,100.0,97.61,100.0,98.56,3.37,94.85
STU100463,23,Female,69.68,24.09,83.25,90.21,77.56,79.52,2.72,70.61
STU100464,18,Male,95.06,13.02,88.1,98.3,76.42,87.7,3.72,87.81
STU100465,30,Female,76.29,11.27,42.54,67.18,67.69,68.2,1.79,74.38
STU100466,20,Female,50.63,4.69,59.23,56.88,52.22,53.31,1.9,39.41
STU100467,25,Male,64.29,4.73,76.89,58.9,85.07,64.9,2.46,74.64
STU100468,20,Female,87.19,13.7,91.0,81.62,70.91,91.85,2.42,66.81
STU100469,30,Male,90.58,23.2,72.15,67.16,79.08,69.96,2.66,70.69
STU100470,24,Female,88.85,23.2,84.08,93.77,87.14,93.95,3.64,84.59
STU100471,28,Male,57.91,0.18,31.83,44.49,34.83,45.25,1.17,46.24
STU100472,23,Female,100.0,19.27,70.36,95.43,73.91,86.04,3.44,78.4
STU100473,24,Male,66.62,22.42,79.95,85.42,74.82,71.04,2.97,75.17
STU100474,26,Female,56.4,0.0,67.44,56.91,44.66,44.55,1.57,28.67
STU100475,28,Male,68.43,14.9,90.83,71.07,76.84,71.33,2.41,63.01
STU100476,29,Male,85.32,14.43,77.72,49.52,70.53,75.34,2.18,63.9
STU100477,18,Male,77.14,9.66,94.13,79.52,61.9,66.72,3.2,60.96
STU100478,26,Female,86.18,16.59,78.59,79.44,75.78,73.24,3.05,79.84
STU100479,19,Female,92.35,22.89,84.7,83.05,69.38,81.93,2.11,65.33
STU100480,21,Male,49.7,1.94,44.84,60.21,50.43,59.18,2.06,60.07
STU100481,28,Male,63.65,18.05,42.15,74.28,70.9,57.56,1.8,58.5
STU100482,21,Male,40.37,8.47,50.91,54.1,51.22,64.69,1.4,44.24
STU100483,28,Male,95.95,18.05,77.68,60.83,84.78,89.01,2.85,86.42
STU100484,24,Female,100.0,16.29,88.39,98.31,86.64,82.78,4.0,92.17
STU100485,21,Female,60.75,7.87,57.58,43.44,72.74,42.68,2.16,44.14
STU100486,22,Female,59.74,0.42,68.07,55.67,63.37,51.01,2.0,66.25
STU100487,24,Male,74.08,7.06,78.66,56.81,43.9,56.75,2.07,41.55
STU100488,27,Male,94.59,13.49,74.28,65.37,58.86,77.21,2.59,63.45
STU100489,25,Female,81.06,21.82,69.39,71.5,100.0,76.49,3.2,77.52
STU100490,24,Male,63.06,11.58,44.71,59.32,49.04,55.2,2.19,48.92
STU100491,29,Female,95.76,15.88,69.08,85.44,80.85,90.79,2.75,67.85
STU100492,27,Male,81.72,17.95,94.84,68.5,100.0,81.2,2.74,86.2
STU100493,25,Male,88.29,19.27,78.69,78.18,69.16,89.36,3.28,71.18
STU100494,21,Female,43.47,11.41,66.43,36.24,69.97,56.37,2.3,55.61
STU100495,23,Male,92.2,25.07,91.97,75.28,100.0,67.81,2.51,89.7
STU100496,19,Female,85.37,23.69,86.4,70.73,83.19,69.95,3.09,81.08
STU100497,22,Male,100.0,27.47,87.23,94.9,68.45,79.37,2.85,70.44
STU100498,30,Male,68.3,14.06,64.31,69.99,72.26,71.95,2.47,81.28
STU100499,23,Male,75.22,3.81,84.31,53.42,58.08,67.05,1.69,47.78
STU100500,19,Male,65.35,3.54,53.2,26.84,54.18,77.49,1.55,53.59
STU100501,26,Female,65.78,11.4,70.86,42.41,61.49,59.51,2.34,67.48
STU100502,30,Male,82.32,8.2,72.23,59.08,68.42,70.12,2.45,77.36
STU100503,29,Female,87.75,15.04,86.19,75.9,62.72,70.84,2.9,54.4
STU100504,21,Female,88.5,22.27,84.24,92.2,83.0,92.5,3.3,79.46
STU100505,23,Male,65.68,6.92,53.54,49.98,65.73,78.86,2.6,71.56
STU100506,24,Male,81.61,6.43,61.18,55.97,72.59,64.82,2.33,61.49
STU100507,21,Male,61.54,8.5,63.67,51.78,79.43,68.52,2.31,66.33
STU100508,21,Female,83.8,2.14,68.83,62.9,41.05,67.6,2.05,42.65
STU100509,21,Female,87.88,22.47,87.62,56.65,87.39,71.29,3.25,79.24
STU100510,24,Male,79.66,19.16,78.54,56.43,68.83,58.68,2.66,41.96
STU100511,27,Female,81.83,12.05,75.75,76.27,71.77,73.65,2.47,67.42
STU100512,28,Male,77.55,10.31,84.88,89.1,81.11,79.62,2.82,76.1
STU100513,28,Male,83.96,24.52,59.58,77.64,68.22,68.95,3.45,66.47
STU100514,30,Male,76.21,20.83,58.27,73.59,71.7,76.94,2.83,71.96
STU100515,19,Female,70.94,6.86,49.46,82.33,63.55,80.92,1.99,54.4
STU100516,29,Male,88.13,26.31,89.61,74.96,73.35,90.17,3.63,82.07
STU100517,18,Male,82.56,17.22,56.56,67.72,74.66,78.15,3.09,84.63
STU100518,24,Male,84.65,13.98,67.63,59.92,52.27,61.85,2.7,67.0
STU100519,25,Female,74.38,11.2,66.04,87.47,83.0,78.87,2.44,79.26
STU100520,22,Male,81.1,9.49,76.79,79.13,79.8,59.61,2.46,71.91
STU100521,19,Male,77.77,13.64,81.52,87.16,73.49,80.85,2.4,65.69
STU100522,20,Male,69.85,19.14,63.76,61.72,66.5,55.75,2.31,58.42
STU100523,28,Female,93.76,18.81,81.92,80.27,88.55,91.22,3.19,91.14
STU100524,22,Male,78.42,15.46,78.61,67.04,58.92,51.59,1.88,54.12
STU100525,22,Female,70.67,14.26,80.01,54.68,68.85,88.39,2.67,85.52
STU100526,30,Male,66.93,11.68,77.82,59.94,68.66,61.42,2.11,50.49
STU100527,19,Male,85.95,8.22,58.71,61.8,40.28,75.46,1.92,47.61
STU100528,29,Female,57.41,3.67,46.36,48.45,22.51,59.65,1.1,25.36
STU100529,29,Female,88.5,21.46,80.77,85.78,72.47,80.9,3.01,79.96
STU100530,25,Male,92.66,21.69,100.0,94.71,84.83,93.22,3.67,92.58
STU100531,20,Female,65.67,3.09,54.99,53.75,54.73,55.13,1.67,42.56
STU100532,20,Female,65.61,0.0,69.64,50.46,49.67,56.71,1.88,39.79
STU100533,21,Male,90.59,10.19,86.65,66.08,71.21,82.37,3.8,71.94
STU100534,25,Female,84.67,8.24,78.46,58.21,85.69,68.68,2.06,75.03
STU100535,24,Female,87.18,24.28,92.07,90.33,91.03,84.52,2.66,87.25
STU100536,23,Male,71.36,13.03,59.02,51.49,51.58,73.56,2.7,48.51
STU100537,19,Female,52.41,15.0,57.2,65.19,74.38,61.26,1.85,63.59
STU100538,25,Male,72.19,15.57,70.11,69.36,81.08,64.13,2.01,69.46
STU100539,18,Male,43.96,2.01,72.23,36.31,37.57,48.93,1.7,38.72
STU100540,27,Female,55.13,3.42,71.14,56.58,50.08,62.87,2.14,54.26
STU100541,18,Female,100.0,21.06,81.44,82.52,61.05,76.41,3.14,68.59
STU100542,20,Female,100.0,23.42,93.32,71.97,69.49,74.26,3.16,73.65
STU100543,20,Female,80.24,34.44,82.62,77.93,84.32,87.7,2.96,90.69
STU100544,28,Female,84.52,15.92,69.07,73.61,68.89,78.69,2.63,81.56
STU100545,24,Male,44.39,5.12,36.89,43.57,37.12,48.9,1.34,36.06
STU100546,23,Female,73.31,10.57,64.28,48.66,64.04,63.67,2.48,61.12
STU100547,25,Female,87.5,19.44,82.32,84.8,100.0,91.58,3.31,94.15
STU100548,24,Female,93.16,29.09,97.69,88.69,82.22,78.9,2.99,78.98
STU100549,26,Male,100.0,32.63,91.26,94.72,79.26,77.65,3.46,85.64
STU100550,24,Male,81.72,14.89,70.17,66.39,64.09,63.52,1.79,63.05
STU100551,23,Male,74.4,3.75,59.23,50.53,49.69,56.65,1.73,56.72
STU100552,28,Male,75.78,17.09,67.83,76.4,84.68,64.88,2.08,75.65
STU100553,22,Male,66.53,16.49,56.02,70.31,66.31,65.5,2.21,62.94
STU100554,30,Female,100.0,35.48,77.63,73.15,96.73,95.43,3.96,99.8
STU100555,24,Female,88.15,20.08,81.57,66.63,97.05,72.75,2.1,83.81
STU100556,27,Male,83.23,10.43,70.91,48.17,85.78,78.37,2.22,88.82
STU100557,29,Male,72.93,21.81,60.98,60.37,67.34,71.83,2.72,54.38
STU100558,28,Female,74.23,21.28,88.36,88.42,68.41,68.65,2.54,69.19
STU100559,29,Male,89.8,23.44,93.84,65.55,66.46,87.52,2.87,79.39
STU100560,24,Female,62.22,12.88,75.36,65.56,60.34,59.89,2.64,74.93
STU100561,18,Male,78.35,13.7,65.03,61.35,39.55,71.13,2.2,41.16
STU100562,24,Male,100.0,25.43,88.73,78.78,100.0,91.77,3.02,91.2
STU100563,20,Male,75.34,3.88,55.15,46.28,42.86,52.67,1.63,42.92
STU100564,29,Female,100.0,25.5,90.3,100.0,88.72,85.55,3.5,100.0
STU100565,21,Male,49.77,15.04,58.0,56.95,47.47,44.29,1.77,38.67
STU100566,20,Female,65.21,13.2,72.33,84.84,49.03,65.9,2.21,45.36
STU100567,21,Male,95.39,21.23,86.13,54.55,90.23,74.14,3.11,70.63
STU100568,26,Male,89.98,13.43,42.63,74.56,73.1,68.62,2.63,49.06
STU100569,25,Female,58.11,15.04,72.23,30.36,49.31,54.19,1.81,48.95
STU100570,30,Male,79.46,17.54,78.12,73.42,77.23,70.19,2.5,71.24
STU100571,23,Male,79.51,6.5,60.33,67.45,68.1,73.9,2.79,65.82
STU100572,21,Female,64.3,18.83,71.51,55.09,65.41,78.97,2.49,70.59
STU100573,18,Female,59.65,13.0,68.22,55.86,53.81,71.47,1.46,59.59
STU100574,18,Male,68.18,11.73,57.34,65.48,68.87,52.95,2.19,55.61
STU100575,22,Male,75.39,14.46,60.36,66.96,65.44,65.47,2.04,62.98
STU100576,30,Female,100.0,27.07,86.87,84.82,89.7,100.0,3.65,90.51
STU100577,24,Female,84.22,11.02,60.85,59.02,68.26,69.4,2.8,67.09
STU100578,29,Female,59.62,14.63,73.16,69.87,44.26,64.01,3.43,61.25
STU100579,19,Female,78.35,18.9,60.82,70.09,74.01,76.89,1.37,67.42
STU100580,19,Female,78.35,27.06,91.09,100.0,77.82,88.98,3.5,88.02
STU100581,28,Male,51.35,1.29,61.69,52.1,30.79,64.55,1.7,34.02
STU100582,19,Male,75.92,15.4,71.67,79.28,67.55,73.03,2.62,59.77
STU100583,18,Female,83.23,17.81,76.72,64.25,67.8,72.43,2.57,76.48
STU100584,23,Female,56.5,8.48,69.58,67.0,47.87,50.64,1.84,49.68
STU100585,30,Female,64.68,14.88,71.26,50.5,66.44,71.59,1.96,59.07
STU100586,26,Female,79.8,18.87,80.66,71.91,69.83,73.78,2.67,69.13
STU100587,19,Male,66.11,13.67,70.88,61.84,55.8,63.33,2.26,60.56
STU100588,28,Male,86.59,26.62,78.45,77.05,70.46,82.28,2.79,76.85
STU100589,28,Female,89.07,18.61,97.13,97.59,100.0,92.61,3.43,91.34
STU100590,28,Male,78.35,28.06,63.37,69.07,66.61,71.37,2.38,60.15
STU100591,29,Female,69.86,10.96,56.63,61.77,76.04,43.78,2.76,76.33
STU100592,21,Female,84.9,23.04,67.28,45.76,78.45,61.74,2.2,67.86
STU100593,30,Male,63.72,8.37,68.18,68.1,53.0,64.62,2.62,62.95
STU100594,22,Female,76.42,14.8,90.98,46.23,73.62,67.59,2.15,49.97
STU100595,28,Female,78.3,16.71,71.83,68.45,64.3,70.64,2.64,58.0
STU100596,25,Female,80.96,21.29,59.22,97.59,73.98,85.53,2.72,83.44
STU100597,28,Male,92.45,27.73,90.19,91.09,73.78,93.5,2.7,74.9
STU100598,24,Female,84.0,16.77,79.52,64.3,67.85,67.92,2.25,74.42
STU100599,26,Male,69.81,11.98,52.47,61.32,82.58,65.56,1.67,61.14
STU100600,26,Female,100.0,21.39,83.59,81.6,75.13,95.86,2.87,79.37
STU100601,28,Male,82.59,20.0,84.11,71.79,91.64,78.03,2.76,75.15
STU100602,27,Female,66.81,18.66,73.71,53.03,72.9,71.18,2.63,74.99
STU100603,19,Female,91.48,10.93,64.25,66.27,60.8,71.13,2.87,66.47
STU100604,28,Female,85.06,18.11,88.24,74.04,88.74,80.66,2.86,86.66
STU100605,24,Female,71.81,6.53,89.18,63.92,61.64,87.43,1.98,72.56
STU100606,22,Male,54.84,2.95,43.4,54.34,43.45,60.59,1.11,43.1
STU100607,24,Female,73.6,13.74,65.8,89.04,78.06,73.69,2.65,72.04
STU100608,30,Male,91.71,20.19,77.24,86.52,92.16,85.94,2.45,79.0
STU100609,29,Female,94.65,18.22,99.34,70.31,82.66,96.77,3.33,98.8
STU100610,28,Male,77.82,10.52,62.29,62.43,82.77,48.97,2.61,66.24
STU100611,24,Female,87.57,20.86,77.78,83.03,54.0,64.5,2.41,54.06
STU100612,28,Male,88.5,13.51,66.37,80.95,66.08,81.97,2.65,62.22
STU100613,23,Female,80.55,10.85,88.87,75.99,82.35,58.56,2.39,67.4
STU100614,26,Female,92.21,19.6,70.74,66.01,64.94,73.05,2.34,64.94
STU100615,26,Male,83.06,19.79,74.76,80.92,71.3,78.05,2.58,79.76
STU100616,21,Male,76.28,18.39,66.99,85.82,61.93,76.05,2.37,61.29
STU100617,21,Female,80.41,17.12,71.44,86.41,63.73,77.62,2.59,62.96
STU100618,18,Female,87.07,19.17,84.35,100.0,78.64,95.77,2.54,83.08
STU100619,19,Male,73.63,8.8,65.22,69.01,67.3,70.79,2.14,64.49
STU100620,23,Male,65.28,13.67,77.86,79.4,60.69,88.95,2.79,56.73
STU100621,24,Male,74.17,3.84,52.35,71.52,62.77,56.46,2.54,70.82
STU100622,20,Female,64.55,6.69,57.48,62.18,56.86,60.3,2.74,54.64
STU100623,23,Female,48.58,11.56,49.23,40.04,55.96,53.82,1.46,50.8
STU100624,25,Male,69.56,16.18,73.24,62.49,53.15,82.87,2.81,64.13
STU100625,21,Female,83.56,24.01,66.85,67.9,73.82,82.7,2.35,57.24
STU100626,22,Female,82.25,19.15,69.71,56.33,63.74,65.92,2.67,63.29
STU100627,22,Female,72.49,13.38,66.02,66.94,59.66,62.01,3.07,58.84
STU100628,24,Male,66.41,16.02,74.84,70.31,86.03,65.26,2.88,65.51
STU100629,22,Male,78.35,15.04,79.64,97.93,69.05,100.0,3.79,78.48
STU100630,27,Male,81.91,16.27,58.77,53.4,67.62,66.66,2.08,64.25
STU100631,22,Male,71.4,12.91,62.73,65.91,59.33,60.96,1.87,62.13
STU100632,23,Male,89.94,14.39,81.25,71.83,64.09,61.29,2.13,62.76
STU100633,22,Female,100.0,27.01,98.63,94.96,100.0,90.59,3.45,93.63
STU100634,20,Male,62.99,6.76,70.08,55.94,59.02,51.36,2.01,66.28
STU100635,26,Female,78.35,18.63,89.87,98.36,69.88,78.98,2.83,66.85
STU100636,21,Male,100.0,18.52,82.47,75.21,89.34,79.92,2.52,70.56
STU100637,21,Female,54.54,0.43,64.65,37.86,35.32,40.38,1.15,27.86
STU100638,28,Male,89.98,16.66,83.08,75.87,70.01,86.06,2.83,81.4
STU100639,30,Female,75.33,16.33,69.47,80.58,87.46,88.54,2.75,78.03
STU100640,26,Male,72.73,17.35,63.28,69.28,71.15,72.76,1.96,60.06
STU100641,29,Female,83.87,4.07,66.78,62.28,71.84,48.27,1.51,64.09
STU100642,29,Female,77.35,13.14,73.98,68.73,37.0,55.55,2.0,50.79
STU100643,24,Male,62.36,8.42,66.35,72.1,68.3,58.28,1.85,58.88
STU100644,28,Female,70.13,8.95,60.04,66.09,80.38,84.7,2.06,74.93
STU100645,22,Male,84.44,8.24,74.17,82.94,51.89,75.6,2.11,64.11
STU100646,23,Female,77.51,15.29,58.5,70.63,66.62,79.78,2.28,81.76
STU100647,24,Male,93.74,10.86,86.77,80.47,81.23,76.3,2.52,81.68
STU100648,30,Male,65.12,8.56,59.98,68.81,61.42,44.78,2.66,57.35
STU100649,29,Male,56.34,4.73,41.99,30.03,42.19,71.13,1.18,42.87
STU100650,24,Female,88.29,17.39,100.0,72.19,91.68,62.83,3.53,66.59
STU100651,26,Male,69.03,14.76,70.11,65.73,63.79,69.69,2.35,55.1
STU100652,20,Female,81.42,6.6,57.35,53.85,91.53,72.46,2.08,75.17
STU100653,28,Male,78.57,14.11,71.32,76.8,71.41,59.8,2.65,86.01
STU100654,25,Male,86.17,10.0,58.54,80.01,94.55,86.7,2.45,75.94
STU100655,24,Male,76.08,22.11,70.1,80.64,69.42,63.29,1.96,64.07
STU100656,27,Female,95.34,22.34,85.15,70.13,71.75,79.34,3.38,80.24
STU100657,26,Female,70.09,10.46,86.52,64.92,57.83,66.0,1.25,63.69
STU100658,18,Male,80.97,8.41,69.79,79.4,69.32,69.62,2.26,61.14
STU100659,21,Female,52.76,0.33,43.36,46.7,19.05,43.23,1.46,21.41
STU100660,20,Male,84.49,20.86,85.76,92.93,93.01,75.6,3.58,85.79
