student_id,attendance_risk_component,assessment_performance_risk,trend_risk,gpa_risk,study_behavior_risk,recent_performance_risk,risk_score,risk_level
STU100360,43.44,40.28,46.86,36.75,62.93,41.58,44.09,MODERATE
STU100361,15.93,17.22,58.48,25.25,41.92,29.38,30.1,MODERATE
STU100362,9.6,16.67,74.1,32.25,57.48,21.32,33.62,MODERATE
STU100363,12.05,12.66,69.42,28.0,41.5,14.03,29.21,LOW
STU100364,15.53,30.36,53.35,34.0,63.75,39.74,36.82,MODERATE
STU100365,14.37,23.77,46.61,37.0,47.87,29.07,31.38,MODERATE
STU100366,26.98,30.43,52.95,34.5,54.75,43.64,38.61,MODERATE
STU100367,5.05,22.25,54.61,44.5,59.2,16.4,31.73,MODERATE
STU100368,17.87,25.17,62.38,27.25,62.07,39.18,36.56,MODERATE
STU100369,36.49,51.91,60.45,39.5,81.9,57.82,52.26,MODERATE
STU100370,36.73,39.68,45.2,37.0,73.32,29.65,42.15,MODERATE
STU100371,31.86,44.47,55.31,60.0,91.02,45.41,51.19,MODERATE
STU100372,0.0,25.66,59.05,26.0,38.38,33.85,29.35,LOW
STU100373,10.07,8.08,44.39,17.0,23.22,7.29,18.51,LOW
STU100374,56.95,51.28,46.25,64.75,84.28,50.26,56.63,MODERATE
STU100375,10.14,13.15,38.24,14.5,35.1,0.0,18.65,LOW
STU100376,23.62,35.27,47.42,39.5,66.82,39.21,39.55,MODERATE
STU100377,14.02,19.47,65.15,32.75,45.7,27.59,32.94,MODERATE
STU100378,24.25,29.28,59.2,22.75,56.55,30.63,36.14,MODERATE
STU100379,5.11,13.15,55.48,29.25,39.35,5.42,24.27,LOW
STU100380,6.99,24.54,58.86,42.0,47.65,44.45,34.82,MODERATE
STU100381,39.56,53.2,45.11,64.5,84.3,46.33,52.97,MODERATE
STU100382,24.04,21.02,66.46,33.5,87.05,28.11,39.9,MODERATE
STU100383,13.07,20.18,43.1,30.0,44.78,13.15,26.57,LOW
STU100384,19.41,37.7,62.75,32.5,60.78,39.14,40.72,MODERATE
STU100385,3.12,18.82,52.12,36.25,50.75,19.8,28.25,LOW
STU100386,20.87,33.25,48.95,49.25,78.18,35.72,41.05,MODERATE
STU100387,29.17,39.9,57.99,48.75,81.83,46.58,47.56,MODERATE
STU100388,42.96,44.98,51.85,52.75,87.72,41.63,51.05,MODERATE
STU100389,20.78,34.64,54.21,40.5,75.68,35.85,40.89,MODERATE
STU100390,26.3,25.24,46.52,49.75,65.55,22.82,37.17,MODERATE
STU100391,52.52,46.26,55.08,57.75,62.4,31.81,51.17,MODERATE
STU100392,29.82,31.81,45.7,55.0,47.3,33.19,39.36,MODERATE
STU100393,33.63,52.94,41.23,68.0,73.68,49.56,50.73,MODERATE
STU100394,23.59,48.59,46.24,35.0,68.3,30.64,41.26,MODERATE
STU100395,7.93,26.49,37.96,41.75,44.95,23.76,28.93,LOW
STU100396,44.09,32.47,43.28,49.5,57.45,34.38,42.2,MODERATE
STU100397,1.39,28.52,37.88,26.0,31.65,27.83,24.83,LOW
STU100398,0.0,3.86,46.04,9.0,29.02,0.0,14.42,LOW
STU100399,6.88,11.97,50.5,23.25,37.6,16.53,23.37,LOW
STU100400,15.96,32.16,72.03,25.25,62.78,30.43,38.75,MODERATE
STU100401,15.28,17.88,36.85,9.5,53.0,6.37,22.26,LOW
STU100402,44.46,48.62,60.34,45.25,85.12,51.62,53.58,MODERATE
STU100403,46.14,46.33,49.44,40.75,87.18,41.3,49.66,MODERATE
STU100404,26.93,35.58,58.64,43.25,59.42,33.07,41.75,MODERATE
STU100405,26.24,24.02,51.05,46.25,53.82,17.36,35.52,MODERATE
STU100406,18.78,31.95,63.64,24.25,28.1,30.1,33.93,MODERATE
STU100407,21.05,40.21,53.71,37.5,81.12,38.26,42.57,MODERATE
STU100408,14.33,27.14,62.0,51.25,47.53,35.61,38.05,MODERATE
STU100409,26.67,25.14,28.29,43.5,73.55,13.82,32.54,MODERATE
STU100410,16.47,22.87,27.74,46.25,61.5,19.07,29.55,LOW
STU100411,20.4,32.03,66.69,35.25,50.55,36.44,39.41,MODERATE
STU100412,34.85,49.46,33.76,46.25,68.2,48.54,44.7,MODERATE
STU100413,28.45,29.81,53.99,40.75,62.25,30.73,39.35,MODERATE
STU100414,16.93,25.56,51.9,33.5,56.03,20.1,32.79,MODERATE
STU100415,12.36,33.45,50.31,53.0,48.45,30.97,36.79,MODERATE
STU100416,13.89,29.25,41.3,33.0,59.9,26.05,31.9,MODERATE
STU100417,1.68,13.32,27.94,35.75,40.0,8.4,19.46,LOW
STU100418,15.57,17.14,64.36,30.25,40.28,19.13,30.75,MODERATE
STU100419,27.13,45.54,65.77,57.5,82.98,47.54,51.64,MODERATE
STU100420,22.01,37.54,50.59,30.25,39.32,46.74,37.05,MODERATE
STU100421,52.18,37.29,49.31,49.0,50.25,20.05,44.0,MODERATE
STU100422,26.62,28.34,60.69,38.25,47.38,30.74,38.1,MODERATE
STU100423,31.83,43.41,56.68,33.25,62.4,59.75,45.76,MODERATE
STU100424,0.0,24.89,44.02,18.25,64.95,13.37,25.6,LOW
STU100425,13.83,26.54,50.62,31.0,67.25,36.26,34.53,MODERATE
STU100426,7.93,8.17,61.73,28.25,46.25,5.75,25.41,LOW
STU100427,14.08,12.86,47.92,34.75,54.95,7.44,27.07,LOW
STU100428,12.76,33.72,60.45,41.5,58.72,33.73,38.54,MODERATE
STU100429,15.1,36.99,48.3,40.25,100.0,43.46,42.31,MODERATE
STU100430,6.51,17.16,45.48,32.5,28.62,6.84,23.11,LOW
STU100431,36.11,30.71,50.96,51.5,67.18,20.0,41.53,MODERATE
STU100432,52.71,45.46,51.46,59.0,62.4,44.07,51.7,MODERATE
STU100433,5.08,16.52,50.05,34.5,23.55,21.89,24.88,LOW
STU100434,19.19,30.6,51.56,35.25,64.2,34.31,36.94,MODERATE
STU100435,10.18,12.17,51.55,17.0,60.13,16.94,25.65,LOW
STU100436,16.91,30.73,59.48,35.5,53.15,27.89,36.39,MODERATE
STU100437,32.08,32.93,54.28,33.0,58.03,33.78,39.64,MODERATE
STU100438,0.0,14.53,54.9,23.5,41.78,22.08,24.52,LOW
STU100439,43.52,39.86,50.21,57.25,56.18,29.76,45.89,MODERATE
STU100440,37.68,34.01,74.2,53.5,68.65,37.29,49.5,MODERATE
STU100441,35.58,40.02,67.55,46.0,63.12,42.84,48.13,MODERATE
STU100442,51.55,58.92,40.19,64.25,91.4,49.77,56.83,MODERATE
STU100443,8.6,14.0,54.31,37.0,33.52,17.76,26.76,LOW
STU100444,19.36,30.41,40.14,45.75,75.0,35.2,37.38,MODERATE
STU100445,2.22,25.67,63.0,26.5,62.2,29.96,32.65,MODERATE
STU100446,16.05,34.66,27.94,30.25,47.1,25.02,29.21,LOW
STU100447,16.21,22.19,64.8,27.25,49.65,21.47,32.95,MODERATE
STU100448,32.01,35.88,46.02,49.5,59.4,30.77,41.02,MODERATE
STU100449,45.32,39.39,51.68,40.25,81.68,34.68,46.92,MODERATE
STU100450,21.08,26.34,50.58,31.75,55.15,26.37,33.83,MODERATE
STU100451,17.78,24.1,77.6,32.25,68.65,29.45,39.75,MODERATE
STU100452,12.86,28.86,30.9,48.25,62.4,6.57,30.1,MODERATE
STU100453,32.03,34.38,53.78,52.0,81.83,32.19,44.96,MODERATE
STU100454,30.41,42.57,42.15,65.25,74.28,34.34,45.8,MODERATE
STU100455,23.41,22.52,53.46,33.25,65.5,21.5,34.69,MODERATE
STU100456,34.05,36.74,49.82,34.0,87.98,35.94,43.45,MODERATE
STU100457,18.02,28.04,53.68,26.0,70.68,38.73,36.19,MODERATE
STU100458,22.64,31.87,38.95,50.0,58.6,33.35,36.98,MODERATE
STU100459,24.76,36.12,61.73,36.25,67.52,42.14,42.73,MODERATE
STU100460,19.22,27.61,72.78,33.0,67.4,39.76,40.97,MODERATE
STU100461,9.03,17.52,40.49,51.5,43.7,4.39,26.82,LOW
STU100462,0.0,0.96,49.41,15.75,13.45,1.44,13.97,LOW
STU100463,30.32,17.36,60.24,32.0,39.78,20.48,33.28,MODERATE
STU100464,4.94,12.37,63.92,7.0,67.45,12.3,25.89,LOW
STU100465,23.71,38.6,33.65,55.25,71.82,31.8,39.77,MODERATE
STU100466,49.37,44.59,56.61,52.5,88.28,46.69,53.72,MODERATE
STU100467,35.71,28.56,41.14,38.5,88.18,35.1,40.61,MODERATE
STU100468,12.81,16.16,56.16,39.5,65.75,8.15,31.15,MODERATE
STU100469,9.42,27.91,43.92,33.5,42.0,30.04,29.87,LOW
STU100470,11.15,10.26,47.98,9.0,42.0,6.05,20.55,LOW
STU100471,42.09,60.9,47.65,70.75,99.55,54.75,59.22,LOW
STU100472,0.0,18.56,53.65,14.0,51.82,13.96,24.05,LOW
STU100473,33.38,22.19,62.19,25.75,43.95,28.96,35.82,MODERATE
STU100474,43.6,46.61,71.96,60.75,100.0,55.45,59.42,LOW
STU100475,31.57,22.48,58.58,39.75,62.75,28.67,38.75,MODERATE
STU100476,14.68,31.72,38.36,45.5,63.92,24.66,34.22,MODERATE
STU100477,22.86,24.43,78.14,20.0,75.85,33.28,40.22,MODERATE
STU100478,13.82,23.24,55.64,23.75,58.53,26.76,31.79,MODERATE
STU100479,7.65,20.24,60.28,47.25,42.78,18.07,31.82,MODERATE
STU100480,50.3,46.33,47.15,48.5,95.15,40.82,51.94,MODERATE
STU100481,36.35,38.78,42.48,55.0,54.87,42.44,43.44,MODERATE
STU100482,59.63,44.77,43.19,65.0,78.82,35.31,52.92,MODERATE
STU100483,4.05,21.92,27.95,28.75,54.87,10.99,22.78,LOW
STU100484,0.0,10.97,60.8,0.0,59.28,17.22,22.55,LOW
STU100485,39.25,45.89,41.0,46.0,80.32,57.32,48.19,MODERATE
STU100486,40.26,40.47,55.85,50.0,98.95,48.99,51.63,MODERATE
STU100487,25.92,40.97,71.76,48.25,82.35,43.25,49.58,MODERATE
STU100488,5.41,31.07,52.24,35.25,66.27,22.79,33.49,MODERATE
STU100489,18.94,20.66,27.75,20.0,45.45,23.51,24.4,LOW
STU100490,36.94,47.93,49.86,45.25,71.05,44.8,47.72,MODERATE
STU100491,4.24,18.46,39.3,31.25,60.3,9.21,24.96,LOW
STU100492,18.28,13.86,38.84,31.5,55.12,18.8,27.01,LOW
STU100493,11.71,21.15,48.98,18.0,51.82,10.64,26.37,LOW
STU100494,56.53,42.75,35.21,42.5,71.47,43.63,46.92,MODERATE
STU100495,7.8,16.24,49.65,37.25,37.32,32.19,28.09,LOW
STU100496,14.63,22.43,52.5,22.75,40.77,30.05,29.53,LOW
STU100497,0.0,17.51,71.45,28.75,31.33,20.63,28.18,LOW
STU100498,31.7,30.37,43.81,38.25,64.85,28.05,37.72,MODERATE
STU100499,24.78,34.28,57.88,57.75,90.48,32.95,46.11,MODERATE
STU100500,34.65,47.07,17.74,61.25,91.15,22.51,42.8,MODERATE
STU100501,34.22,41.43,45.16,41.5,71.5,40.49,43.66,MODERATE
STU100502,17.68,32.54,45.48,38.75,79.5,29.88,37.52,MODERATE
STU100503,12.25,26.09,67.82,27.5,62.4,29.16,35.82,MODERATE
STU100504,11.5,12.02,50.59,17.5,44.32,7.5,23.23,LOW
STU100505,34.32,37.97,24.33,35.0,82.7,21.14,36.86,MODERATE
STU100506,18.39,36.36,37.34,41.75,83.93,35.18,38.41,MODERATE
STU100507,38.46,34.15,29.69,42.25,78.75,31.48,39.53,MODERATE
STU100508,16.2,39.91,64.42,48.75,94.65,32.4,46.12,MODERATE
STU100509,12.12,24.26,41.0,18.75,43.82,28.71,26.75,LOW
STU100510,20.34,34.38,54.66,33.5,52.1,41.32,37.96,MODERATE
STU100511,18.17,25.64,54.12,38.25,69.88,26.35,36.23,MODERATE
STU100512,22.45,16.32,58.28,29.5,74.22,20.38,34.11,MODERATE
STU100513,16.04,31.4,50.03,13.75,38.7,31.05,30.1,MODERATE
STU100514,23.79,29.88,39.51,29.25,47.92,23.06,31.62,MODERATE
STU100515,29.06,30.94,42.08,50.25,82.85,19.08,39.69,MODERATE
STU100516,11.87,17.98,50.66,9.25,34.23,9.83,22.79,LOW
STU100517,17.44,30.73,32.18,22.75,56.95,21.85,28.9,LOW
STU100518,15.35,39.58,58.39,32.5,65.05,38.15,39.84,MODERATE
STU100519,25.62,21.16,44.78,39.0,72.0,21.13,34.53,MODERATE
STU100520,18.9,26.17,60.32,38.5,76.27,40.39,39.83,MODERATE
STU100521,22.23,19.24,58.96,40.0,65.9,19.15,35.55,MODERATE
STU100522,30.15,38.07,52.01,42.25,52.15,44.25,41.93,MODERATE
STU100523,6.24,14.51,39.01,20.25,52.98,8.78,21.89,LOW
STU100524,21.58,35.96,71.96,53.0,61.35,48.41,46.62,MODERATE
STU100525,29.33,27.02,35.9,33.25,64.35,11.61,32.38,MODERATE
STU100526,33.07,33.04,54.8,47.25,70.8,38.58,43.86,MODERATE
STU100527,14.05,40.94,52.98,52.0,79.45,24.54,41.84,MODERATE
STU100528,42.59,55.76,57.91,72.5,90.82,40.35,58.03,MODERATE
STU100529,11.5,20.02,58.24,24.75,46.35,19.1,29.21,LOW
STU100530,7.34,6.81,60.41,8.25,45.78,6.78,21.75,LOW
STU100531,34.33,45.35,49.3,58.25,92.28,44.87,50.52,MODERATE
STU100532,34.39,43.38,58.58,53.0,100.0,43.29,51.72,MODERATE
STU100533,9.41,23.42,49.47,5.0,74.53,17.63,27.6,LOW
STU100534,15.33,27.24,38.94,48.5,79.4,31.32,36.01,MODERATE
STU100535,12.82,10.51,54.28,33.5,39.3,15.48,26.55,LOW
STU100536,28.64,41.09,40.86,32.5,67.42,26.44,38.43,MODERATE
STU100537,47.59,35.49,41.72,53.75,62.5,38.74,44.92,MODERATE
STU100538,27.81,28.83,46.41,49.75,61.08,35.87,39.21,MODERATE
STU100539,56.04,51.24,63.77,57.5,94.98,51.07,60.0,HIGH
STU100540,44.87,39.83,59.24,46.5,91.45,37.13,50.61,MODERATE
STU100541,0.0,24.65,66.56,21.5,47.35,23.59,29.79,LOW
STU100542,0.0,22.74,63.46,21.0,41.45,25.74,28.25,LOW
STU100543,19.76,16.86,42.84,26.0,13.9,12.3,23.26,LOW
STU100544,15.48,27.44,46.94,34.25,60.2,21.31,32.63,MODERATE
STU100545,55.61,58.38,46.52,66.5,87.2,51.1,58.83,MODERATE
STU100546,26.69,39.84,40.76,38.0,73.58,36.33,40.14,MODERATE
STU100547,12.5,10.32,34.71,17.25,51.4,8.42,20.59,LOW
STU100548,6.84,13.12,65.79,25.25,27.28,21.1,26.43,LOW
STU100549,0.0,14.28,68.16,13.5,18.42,22.35,23.3,LOW
STU100550,18.28,33.96,55.59,55.25,62.78,36.48,41.48,MODERATE
STU100551,25.6,45.98,52.14,56.75,90.62,43.35,48.95,MODERATE
STU100552,24.22,26.55,46.68,48.0,57.28,35.12,37.26,MODERATE
STU100553,33.47,35.46,46.58,44.75,58.78,34.5,40.92,MODERATE
STU100554,0.0,14.26,24.14,1.0,11.3,4.57,10.13,LOW
STU100555,11.85,20.5,36.5,47.5,49.8,27.25,29.63,LOW
STU100556,16.77,29.19,21.82,44.5,73.92,21.63,31.25,MODERATE
STU100557,27.07,34.87,38.86,32.0,45.48,28.17,34.07,MODERATE
STU100558,25.77,21.54,74.82,36.5,46.8,31.35,38.79,MODERATE
STU100559,10.2,21.66,53.38,28.25,41.4,12.48,27.76,LOW
STU100560,37.78,34.71,62.94,34.0,67.8,40.11,44.71,MODERATE
STU100561,21.65,40.74,59.81,45.0,65.75,28.87,42.69,MODERATE
STU100562,0.0,10.18,34.84,24.5,36.43,8.23,17.65,LOW
STU100563,24.66,50.76,53.69,59.25,90.3,47.33,51.01,MODERATE
STU100564,0.0,8.86,60.02,12.5,36.25,14.45,21.16,LOW
STU100565,50.23,48.32,64.5,55.75,62.4,55.71,55.2,MODERATE
STU100566,34.79,31.97,76.4,44.75,67.0,34.1,47.05,MODERATE
STU100567,4.61,23.74,35.2,22.25,46.92,25.86,24.51,LOW
STU100568,10.02,35.27,34.67,34.25,66.42,31.38,32.67,MODERATE
STU100569,41.89,48.48,49.44,54.75,62.4,45.81,49.42,MODERATE
STU100570,20.54,25.26,52.58,37.5,56.15,29.81,35.16,MODERATE
STU100571,20.49,32.56,41.11,30.25,83.75,26.1,35.98,MODERATE
STU100572,35.7,32.26,38.89,37.75,52.92,21.03,36.04,MODERATE
STU100573,40.35,37.66,49.25,63.5,67.5,28.53,46.46,MODERATE
STU100574,31.82,38.84,50.62,45.25,70.68,47.05,44.76,MODERATE
STU100575,24.61,35.44,47.75,49.0,63.85,34.53,40.52,MODERATE
STU100576,0.0,9.65,38.75,8.75,32.32,0.0,14.71,LOW
STU100577,15.78,35.62,38.88,30.0,72.45,30.6,34.64,MODERATE
STU100578,40.38,37.18,71.72,14.25,63.42,35.99,43.79,MODERATE
STU100579,21.65,29.55,37.5,65.75,52.75,23.11,36.67,MODERATE
STU100580,21.65,10.53,65.18,12.5,32.35,11.02,26.21,LOW
STU100581,48.65,47.72,61.52,57.5,96.78,35.45,55.81,MODERATE
STU100582,24.08,27.12,56.49,34.5,61.5,26.97,36.92,MODERATE
STU100583,16.77,29.7,50.46,35.75,55.48,27.57,34.54,MODERATE
STU100584,43.5,41.23,73.79,54.0,78.8,49.36,54.68,MODERATE
STU100585,35.32,35.05,39.84,51.0,62.8,28.41,40.57,MODERATE
STU100586,20.2,25.96,55.6,33.25,52.82,26.22,34.54,MODERATE
STU100587,33.89,37.04,58.5,43.5,65.82,36.67,44.51,MODERATE
STU100588,13.41,22.94,51.72,30.25,33.45,17.72,28.42,LOW
STU100589,10.93,3.17,51.31,14.25,53.48,7.39,21.46,LOW
STU100590,21.65,32.4,46.54,40.5,29.85,28.63,33.66,MODERATE
STU100591,30.14,40.44,49.11,31.0,72.6,56.22,43.49,MODERATE
STU100592,15.1,36.69,33.03,45.0,42.4,38.26,33.61,MODERATE
STU100593,36.28,36.52,61.66,34.5,79.08,35.38,45.34,MODERATE
STU100594,23.58,30.4,47.5,46.25,63.0,32.41,38.29,MODERATE
STU100595,21.7,31.2,53.34,34.0,58.22,29.36,36.67,MODERATE
STU100596,19.04,20.92,48.31,32.0,46.78,14.47,29.63,LOW
STU100597,7.55,12.86,58.75,32.5,30.67,6.5,25.07,LOW
STU100598,16.0,30.1,55.04,43.75,58.08,32.08,37.31,MODERATE
STU100599,30.19,34.52,28.54,58.25,70.05,34.44,39.56,MODERATE
STU100600,0.0,15.96,46.38,28.25,46.52,4.14,22.57,LOW
STU100601,17.41,18.61,41.39,31.0,50.0,21.97,28.26,LOW
STU100602,33.19,32.3,39.16,34.25,53.35,28.82,35.9,MODERATE
STU100603,8.52,34.39,49.11,28.25,72.68,28.87,34.52,MODERATE
STU100604,14.94,17.08,45.55,28.5,54.72,19.34,28.05,LOW
STU100605,28.19,24.46,52.52,50.5,83.68,12.57,39.46,MODERATE
STU100606,45.16,49.56,46.06,72.25,92.62,39.41,54.67,MODERATE
STU100607,26.4,23.35,51.94,33.75,65.65,26.31,35.76,MODERATE
STU100608,8.29,14.54,41.04,38.75,49.52,14.06,25.67,LOW
STU100609,5.35,12.73,43.89,16.75,54.45,3.23,21.31,LOW
STU100610,22.18,35.88,45.61,34.75,73.7,51.03,40.21,MODERATE
STU100611,12.43,30.17,76.45,39.75,47.85,35.5,39.62,MODERATE
STU100612,11.5,26.16,49.54,33.75,66.22,18.03,32.24,MODERATE
STU100613,19.45,23.56,64.98,40.25,72.88,41.44,40.25,MODERATE
STU100614,7.79,31.32,49.22,41.5,51.0,26.95,33.25,MODERATE
STU100615,16.94,23.74,53.96,35.5,50.52,21.95,32.69,MODERATE
STU100616,23.72,27.3,59.28,40.75,54.02,23.95,37.33,MODERATE
STU100617,19.59,25.2,60.31,35.25,57.2,22.38,35.53,MODERATE
STU100618,12.93,10.31,56.21,36.5,52.08,4.23,27.51,LOW
STU100619,26.37,31.92,47.59,46.5,78.0,29.21,40.47,MODERATE
STU100620,34.72,23.28,54.76,30.25,65.82,11.05,35.94,MODERATE
STU100621,25.83,39.22,52.9,36.5,90.4,43.54,44.42,MODERATE
STU100622,35.45,40.8,51.56,31.5,83.28,39.7,44.62,MODERATE
STU100623,51.42,50.24,37.18,63.5,71.1,46.18,51.53,MODERATE
STU100624,30.44,32.06,49.81,29.75,59.55,17.13,36.2,MODERATE
STU100625,16.44,27.18,36.4,41.25,39.97,17.3,29.28,LOW
STU100626,17.75,36.08,47.74,33.25,52.12,34.08,35.73,MODERATE
STU100627,27.51,36.34,57.05,23.25,66.55,37.99,39.94,MODERATE
STU100628,33.59,25.89,46.16,28.0,59.95,34.74,36.09,MODERATE
STU100629,21.65,13.34,55.32,5.25,62.4,0.0,25.76,LOW
STU100630,18.09,38.39,36.17,48.0,59.32,33.34,36.92,MODERATE
STU100631,28.6,37.77,55.21,53.25,67.73,39.04,44.87,MODERATE
STU100632,10.06,30.39,67.31,46.75,64.03,38.71,40.36,MODERATE
STU100633,0.0,3.96,51.88,13.75,32.48,9.41,17.62,LOW
STU100634,37.01,40.9,59.78,49.75,83.1,48.64,50.22,MODERATE
STU100635,21.65,15.73,74.61,29.25,53.42,21.02,35.02,MODERATE
STU100636,0.0,18.26,42.76,37.0,53.7,20.08,26.04,LOW
STU100637,45.46,55.45,66.75,71.25,98.92,59.62,62.85,HIGH
STU100638,10.02,21.24,51.8,29.25,58.35,13.94,29.29,LOW
STU100639,24.67,18.49,33.79,31.25,59.18,11.46,28.07,LOW
STU100640,27.27,30.88,42.9,51.0,56.62,27.24,37.79,MODERATE
STU100641,16.13,37.71,55.59,62.25,89.82,51.73,47.26,MODERATE
STU100642,22.65,41.18,81.35,50.0,67.15,44.45,49.76,MODERATE
STU100643,37.64,33.74,57.41,53.75,78.95,41.72,47.57,MODERATE
STU100644,29.87,27.2,25.66,48.5,77.62,15.3,34.47,MODERATE
STU100645,15.56,28.85,68.51,47.25,79.4,24.4,41.49,MODERATE
STU100646,22.49,31.12,39.2,43.0,61.78,20.22,34.77,MODERATE
STU100647,6.26,18.81,56.08,37.0,72.85,23.7,32.38,MODERATE
STU100648,34.88,41.25,64.11,33.5,78.6,55.22,48.52,MODERATE
STU100649,43.66,53.66,24.19,70.5,88.18,28.87,49.26,MODERATE
STU100650,11.71,18.32,61.05,11.75,56.53,37.17,30.26,MODERATE
STU100651,30.97,32.67,51.48,41.25,63.1,30.31,40.19,MODERATE
STU100652,18.58,31.2,17.0,48.0,83.5,27.54,33.22,MODERATE
STU100653,21.43,30.17,60.58,33.75,64.72,40.2,39.5,MODERATE
STU100654,13.83,20.05,23.31,38.75,75.0,13.3,27.08,LOW
STU100655,23.92,29.14,61.27,51.0,44.72,36.71,40.12,MODERATE
STU100656,4.66,23.41,52.61,15.5,44.15,20.66,26.11,LOW
STU100657,29.91,31.18,67.25,68.75,73.85,34.0,48.32,MODERATE
STU100658,19.03,27.97,56.4,43.5,78.97,30.38,39.54,MODERATE
STU100659,47.24,61.92,67.36,63.5,99.18,56.77,63.52,HIGH
STU100660,15.51,13.18,56.3,10.5,47.85,24.4,26.46,LOW
STU100661,25.92,27.13,55.55,43.25,62.4,27.38,38.54,MODERATE
STU100662,9.24,14.81,54.84,5.75,47.47,16.39,23.77,LOW
STU100663,10.86,20.42,41.44,25.0,52.55,15.23,26.09,LOW
STU100664,3.79,19.19,78.79,51.25,49.97,24.52,36.45,MODERATE
STU100665,25.77,29.02,50.66,50.25,64.75,28.42,39.4,MODERATE
STU100666,15.53,30.49,47.4,30.5,52.4,32.91,33.31,MODERATE
STU100667,34.57,43.1,48.35,59.5,84.9,29.72,47.75,MODERATE
STU100668,23.06,40.76,47.1,47.25,93.35,48.55,45.5,MODERATE
STU100669,20.2,28.85,25.05,42.75,40.92,24.54,29.22,LOW
STU100670,26.99,40.49,36.0,56.5,67.5,26.77,40.62,MODERATE
STU100671,5.18,3.36,58.41,28.0,18.55,5.27,20.14,LOW
STU100672,19.3,30.54,54.16,25.25,60.3,37.46,35.89,MODERATE
STU100673,42.19,42.65,60.2,64.25,43.12,50.19,50.11,MODERATE
STU100674,35.35,35.53,59.98,31.75,65.58,40.17,43.29,MODERATE
STU100675,18.97,35.44,60.01,26.5,46.18,37.05,36.95,MODERATE
STU100676,22.38,26.21,33.06,41.25,63.1,10.68,31.21,MODERATE
STU100677,17.26,28.09,50.88,46.5,56.35,22.85,35.55,MODERATE
STU100678,13.65,31.2,51.61,31.75,62.9,39.6,35.86,MODERATE
STU100679,37.94,53.05,48.41,59.25,89.52,52.24,53.6,MODERATE
STU100680,50.6,55.05,44.96,77.75,82.5,36.91,56.48,MODERATE
STU100681,28.16,32.51,48.48,25.5,68.23,21.2,36.22,MODERATE
STU100682,13.32,20.11,69.38,38.25,43.7,35.08,35.18,MODERATE
STU100683,29.39,33.18,48.02,55.0,56.65,25.7,40.26,MODERATE
STU100684,0.0,17.27,61.91,19.5,26.28,18.95,24.15,LOW
STU100685,22.65,28.13,38.41,38.75,57.95,31.28,33.98,MODERATE
STU100686,3.7,20.14,69.3,7.5,61.02,27.38,29.6,LOW
STU100687,14.71,16.98,38.91,26.5,49.22,20.85,25.95,LOW
STU100688,21.65,18.64,48.28,27.5,62.4,28.87,31.9,MODERATE
STU100689,24.93,37.04,40.95,49.5,62.4,29.8,39.08,MODERATE
STU100690,32.7,31.86,46.62,35.5,45.78,37.57,37.49,MODERATE
STU100691,4.12,18.0,42.22,20.25,29.95,5.9,20.39,LOW
STU100692,19.6,31.12,51.21,31.75,60.22,29.72,35.7,MODERATE
STU100693,13.08,25.13,43.91,29.25,23.8,40.38,28.49,LOW
STU100694,35.04,39.38,60.1,58.5,87.68,49.16,51.33,MODERATE
STU100695,16.85,6.0,65.0,6.25,37.07,21.03,24.62,LOW
STU100696,25.42,37.53,56.0,50.5,88.02,33.23,45.37,MODERATE
STU100697,37.03,58.12,60.8,55.5,100.0,60.42,58.46,MODERATE
STU100698,16.42,36.12,65.03,29.75,82.52,37.17,41.75,MODERATE
STU100699,58.93,51.82,70.32,74.0,62.4,51.77,61.32,HIGH
STU100700,35.27,52.18,42.76,30.0,69.5,51.48,45.25,MODERATE
STU100701,0.0,0.0,50.0,11.75,35.17,0.0,15.28,LOW
STU100702,41.88,27.66,50.69,48.5,66.95,31.89,42.59,MODERATE
STU100703,44.1,44.68,32.2,50.5,73.82,43.49,45.74,MODERATE
STU100704,30.37,29.4,50.62,33.25,87.55,43.23,41.61,MODERATE
STU100705,30.1,45.05,59.8,48.0,53.82,43.36,46.16,MODERATE
STU100706,24.68,26.02,49.4,19.5,36.38,23.37,30.22,MODERATE
STU100707,40.51,42.64,70.28,46.5,65.7,49.9,51.35,MODERATE
STU100708,22.91,29.15,21.98,16.0,43.42,19.12,24.92,LOW
STU100709,29.6,36.74,56.31,52.25,100.0,41.27,48.33,MODERATE
STU100710,0.0,3.8,59.5,12.5,26.25,11.05,18.46,LOW
STU100711,13.53,27.57,49.28,36.0,39.22,28.87,31.66,MODERATE
STU100712,32.0,30.03,51.91,35.25,64.78,31.08,39.16,MODERATE
STU100713,30.95,31.78,42.75,37.0,57.6,28.87,36.88,MODERATE
STU100714,23.38,30.34,45.01,42.5,52.7,31.74,36.08,MODERATE
STU100715,41.9,41.7,49.64,54.5,65.12,45.02,47.92,MODERATE
STU100716,22.69,40.81,55.79,37.75,77.55,43.85,43.7,MODERATE
STU100717,0.0,8.87,55.65,0.0,30.12,16.26,17.99,LOW
STU100718,29.63,36.74,46.01,44.25,91.68,30.52,43.17,MODERATE
STU100719,61.03,50.86,49.42,48.25,88.3,48.3,55.7,MODERATE
STU100720,28.63,38.44,59.1,44.5,70.62,37.44,44.64,MODERATE
STU100721,16.96,21.0,33.59,6.5,46.7,21.35,23.14,LOW
