student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score,assessment_average,performance_trend,attendance_risk,study_efficiency,academic_performance_index,previous_performance_category,assessment_performance_category
STU100199,30,Female,53.83,17.12,43.08,54.12,61.41,56.88,2.05,63.1,53.87,10.55,46.17,3.15,53.33,Medium,Medium
STU100200,22,Male,62.15,5.25,65.17,60.68,53.29,71.96,2.1,57.77,62.77,-0.3,37.85,11.96,60.53,Medium,Medium
STU100201,29,Male,78.55,13.98,75.4,75.29,72.36,82.09,2.01,82.84,76.28,1.88,21.45,5.46,71.76,Medium,High
STU100202,24,Male,66.84,15.12,79.01,84.38,79.71,91.12,2.04,81.43,83.56,3.72,33.16,5.53,72.03,Medium,High
STU100203,27,Male,65.12,1.12,68.11,38.53,48.35,53.22,1.66,42.55,52.05,-2.54,34.88,46.47,53.86,Low,Medium
STU100204,23,Male,100.0,23.73,86.12,100.0,84.31,83.92,3.83,89.45,88.59,-8.94,0.0,3.73,93.44,High,High
STU100205,21,Male,59.05,15.35,86.01,64.14,69.22,66.02,2.57,69.99,71.35,-7.45,40.95,4.65,66.24,Medium,High
STU100206,27,Male,78.35,18.72,70.14,68.17,56.57,62.88,2.41,69.95,64.44,-9.43,21.65,3.44,67.77,Medium,Medium
STU100207,30,Female,68.19,11.81,68.83,79.94,52.22,71.95,2.45,50.43,68.24,-12.3,31.81,5.78,66.83,Medium,Medium
STU100208,24,Male,73.76,15.04,68.73,75.5,100.0,75.05,2.86,61.21,79.82,15.41,26.24,5.31,76.34,Medium,High
STU100209,28,Male,85.06,7.34,61.44,49.2,69.85,74.25,2.29,65.86,63.68,16.73,14.94,8.68,68.81,Medium,Medium
STU100210,21,Male,82.59,13.03,61.21,69.21,68.94,89.73,2.61,70.16,72.27,14.13,17.41,5.55,73.96,Medium,High
STU100211,27,Male,66.9,9.01,73.51,62.12,57.46,70.69,2.42,57.62,65.94,-3.74,33.1,7.32,65.14,Medium,Medium
STU100212,28,Female,75.74,20.53,71.44,74.57,100.0,73.27,2.86,83.82,79.82,13.63,24.26,3.89,76.93,Medium,High
STU100213,23,Female,78.59,18.8,72.36,71.26,65.58,72.89,2.67,48.4,70.52,-2.58,21.41,3.75,72.19,Medium,High
STU100214,27,Male,87.46,25.93,75.63,82.68,81.3,69.55,3.45,71.25,77.29,-3.73,12.54,2.98,82.13,High,High
STU100215,21,Male,85.82,9.05,68.64,57.34,62.04,64.64,2.82,65.24,63.17,0.35,14.18,6.98,71.43,Medium,Medium
STU100216,19,Male,94.61,18.25,58.38,70.59,61.64,73.64,2.9,68.04,66.06,3.16,5.39,3.62,75.91,Medium,Medium
STU100217,19,Male,89.38,20.73,41.32,63.64,65.86,73.22,2.22,79.45,61.01,17.06,10.62,2.94,68.42,Medium,Medium
STU100218,23,Male,86.5,16.01,89.71,85.0,75.74,73.6,2.69,72.5,81.01,-12.69,13.5,5.06,79.9,Medium,High
STU100219,29,Male,78.35,10.75,85.43,73.09,72.9,62.43,2.8,60.63,73.46,-11.6,21.65,6.83,74.24,Medium,High
STU100220,19,Male,79.51,6.68,47.24,77.52,59.42,75.67,2.86,59.93,64.96,5.17,20.49,9.72,70.63,Medium,Medium
STU100221,23,Female,67.02,16.99,73.78,70.41,66.99,61.08,3.01,73.49,68.06,-8.06,32.98,4.01,69.19,High,Medium
STU100222,27,Male,61.59,10.72,72.59,74.55,58.91,70.93,1.59,53.65,69.24,-8.65,38.41,6.46,61.05,Low,Medium
STU100223,20,Male,79.52,17.57,60.45,72.73,79.19,81.61,3.37,62.59,73.5,13.81,20.48,4.18,77.46,High,High
STU100224,27,Male,65.36,13.58,79.34,57.7,70.12,77.5,2.62,73.04,71.17,5.29,34.64,5.24,68.29,Medium,High
STU100225,21,Male,64.48,20.65,76.58,60.03,59.97,70.62,2.54,70.6,66.8,-3.01,35.52,3.23,65.44,Medium,Medium
STU100226,28,Male,81.7,23.53,89.37,71.91,77.2,88.59,2.27,75.72,81.77,2.26,18.3,3.48,76.74,Medium,High
STU100227,25,Male,89.69,15.95,96.15,86.86,74.33,81.54,2.83,68.92,84.72,-13.57,10.31,5.31,83.42,Medium,High
STU100228,25,Male,100.0,24.19,99.27,98.57,91.03,79.26,3.68,94.18,92.03,-13.77,0.0,3.8,94.42,High,High
STU100229,20,Male,70.86,15.32,72.23,62.46,75.65,86.98,1.79,54.69,74.33,13.97,29.14,4.85,67.37,Low,High
STU100230,24,Female,81.69,13.66,78.84,78.81,70.31,81.64,1.82,73.36,77.4,-2.85,18.31,5.67,72.31,Low,High
STU100231,29,Female,38.54,9.46,55.79,32.62,46.11,55.56,1.66,45.44,47.52,6.63,61.46,5.02,43.62,Low,Low
STU100232,18,Male,91.62,18.72,94.19,75.45,70.51,81.06,2.9,78.44,80.3,-9.03,8.38,4.29,82.14,Medium,High
STU100233,27,Male,60.75,10.31,54.88,28.66,25.41,71.13,2.28,26.75,45.02,6.5,39.25,4.37,52.14,Medium,Low
STU100234,24,Female,61.79,8.11,56.15,66.95,62.0,52.95,1.95,66.47,59.51,-4.07,38.21,7.34,58.04,Low,Medium
STU100235,27,Female,91.32,14.37,60.59,96.1,82.93,89.2,2.64,86.24,82.2,7.72,8.68,5.72,81.7,Medium,High
STU100236,26,Male,61.02,7.83,73.31,57.5,64.57,47.09,2.43,61.88,60.62,-9.58,38.98,7.74,60.77,Medium,Medium
STU100237,23,Male,63.42,19.11,66.19,63.83,82.13,62.21,2.48,51.52,68.59,7.16,36.58,3.59,65.72,Medium,Medium
STU100238,22,Male,70.22,10.62,59.18,68.67,58.41,68.38,2.01,65.37,63.66,-0.53,29.78,5.99,62.95,Medium,Medium
STU100239,26,Female,82.26,34.78,86.61,67.04,68.18,75.49,3.2,81.05,74.33,-4.99,17.74,2.14,77.84,High,High
STU100240,19,Male,71.21,10.16,59.44,58.26,68.48,79.68,1.85,67.02,66.46,15.23,28.79,6.54,63.84,Low,Medium
STU100241,25,Male,81.06,10.42,59.5,74.04,79.77,56.55,2.48,68.45,67.46,1.39,18.94,6.47,70.45,Medium,Medium
STU100242,19,Male,81.86,4.8,80.07,67.4,74.32,60.52,2.55,74.55,70.58,-6.31,18.14,14.7,72.6,Medium,High
STU100243,26,Male,91.86,26.08,61.99,79.97,67.39,71.13,3.21,76.06,70.12,-1.72,8.14,2.69,78.67,High,High
STU100244,26,Male,87.25,19.12,81.96,76.55,71.37,83.21,3.04,62.41,78.27,-1.97,12.75,4.09,80.51,High,High
STU100245,19,Female,53.26,8.1,52.23,41.23,29.13,53.1,1.2,28.5,43.92,-5.61,46.74,5.42,43.94,Low,Low
STU100246,27,Female,94.18,32.88,68.2,88.76,100.0,84.36,2.37,96.89,85.33,13.7,5.82,2.6,82.77,Medium,High
STU100247,23,Male,69.15,14.68,68.71,70.31,51.35,59.01,2.13,48.72,62.34,-14.33,30.85,4.25,62.57,Medium,Medium
STU100248,28,Male,81.21,18.1,68.21,52.64,58.86,70.37,2.96,66.85,62.52,4.19,18.79,3.45,70.42,Medium,Medium
STU100249,18,Female,70.81,15.5,77.68,38.06,55.61,52.06,2.19,44.09,55.85,-4.04,29.19,3.6,60.12,Medium,Medium
STU100250,20,Male,83.56,21.25,84.92,62.11,73.8,78.45,2.77,77.74,74.82,2.61,16.44,3.52,76.33,Medium,High
STU100251,24,Male,100.0,23.99,99.93,94.08,100.0,81.59,3.77,97.24,93.9,-6.21,0.0,3.91,95.8,High,High
STU100252,20,Male,73.2,22.43,50.91,68.84,68.29,71.13,2.67,81.03,64.79,9.84,26.8,2.89,67.71,Medium,Medium
STU100253,22,Female,83.28,12.01,62.42,66.23,55.7,74.29,1.92,65.24,64.66,0.67,16.72,5.38,66.91,Low,Medium
STU100254,26,Female,66.36,21.31,63.94,68.13,61.22,63.3,2.52,70.03,64.15,-3.77,33.64,3.01,64.58,Medium,Medium
STU100255,19,Female,63.89,8.72,67.92,52.17,44.06,77.71,2.06,38.05,60.46,0.84,36.11,6.93,59.7,Medium,Medium
STU100256,26,Female,91.5,29.65,88.5,99.07,99.74,81.71,3.1,66.47,92.26,-3.06,8.5,3.11,89.08,High,High
STU100257,19,Male,78.35,15.75,78.15,64.35,71.86,70.15,2.81,86.23,71.13,-0.25,21.65,4.52,73.12,Medium,High
STU100258,20,Male,72.48,1.12,70.37,67.23,61.46,72.05,1.37,64.18,67.78,-2.05,27.52,60.52,62.48,Low,Medium
STU100259,25,Male,65.79,11.72,76.31,78.46,53.5,69.43,2.05,55.8,69.42,-15.92,34.21,5.92,64.7,Medium,Medium
STU100260,28,Female,90.62,19.98,85.52,55.7,50.16,69.62,2.46,69.49,65.25,-10.72,9.38,3.27,72.11,Medium,Medium
STU100261,20,Female,87.68,17.81,86.4,60.92,95.78,79.65,3.41,78.41,80.69,14.06,12.32,4.53,83.7,High,High
STU100262,21,Male,71.24,7.08,57.83,58.98,59.78,68.31,1.85,61.02,61.22,5.64,28.76,8.65,61.23,Low,Medium
STU100263,30,Female,85.55,10.61,87.07,88.74,85.26,83.97,3.36,85.76,86.26,-3.29,14.45,8.13,85.6,High,High
STU100264,30,Male,80.14,13.67,70.79,69.36,45.7,67.07,2.32,49.69,63.23,-13.69,19.86,4.63,67.26,Medium,Medium
STU100265,25,Male,59.38,3.17,69.34,38.08,55.02,59.6,1.23,40.28,55.51,3.6,40.62,17.51,51.72,Low,Medium
STU100266,23,Male,72.54,14.78,62.14,47.92,77.74,84.0,2.19,80.06,67.95,25.84,27.46,4.6,66.69,Medium,Medium
STU100267,22,Female,98.57,27.17,98.08,84.61,100.0,86.13,3.44,92.78,92.2,1.72,1.43,3.39,92.87,High,High
STU100268,25,Female,68.37,6.75,58.28,58.63,48.91,54.02,1.86,52.67,54.96,-6.99,31.63,8.14,57.29,Low,Medium
STU100269,25,Male,63.85,17.22,68.02,58.26,71.27,63.17,2.19,59.03,65.18,4.08,36.15,3.79,62.7,Medium,Medium
STU100270,21,Female,78.35,21.92,71.15,83.0,95.52,81.46,2.8,79.49,82.78,11.41,21.65,3.78,78.9,Medium,High
STU100271,18,Female,69.54,17.27,71.63,74.17,68.98,66.43,2.49,64.52,70.3,-5.19,30.46,4.07,68.46,Medium,High
STU100272,19,Female,70.37,11.86,67.96,70.46,71.54,77.31,1.71,64.23,71.82,5.22,29.63,6.06,65.57,Low,High
STU100273,30,Female,91.88,17.87,80.23,69.23,92.53,77.58,2.28,86.95,79.89,10.33,8.12,4.47,78.91,Medium,High
STU100274,23,Male,94.45,26.03,61.39,82.41,88.93,86.04,2.97,85.66,79.69,15.59,5.55,3.06,83.03,Medium,High
STU100275,24,Female,77.85,12.41,64.16,87.99,81.29,89.08,2.4,69.12,80.63,9.11,22.15,6.5,75.67,Medium,High
STU100276,24,Female,72.59,13.44,68.86,55.27,68.38,61.82,2.57,45.79,63.58,3.03,27.41,4.73,66.42,Medium,Medium
STU100277,28,Female,67.98,18.34,80.89,58.62,70.28,70.01,1.51,70.38,69.95,0.39,32.02,3.81,62.92,Low,Medium
STU100278,18,Male,78.35,11.58,72.93,74.17,70.33,71.13,2.74,76.96,72.14,-2.82,21.65,6.23,73.28,Medium,High
STU100279,19,Female,57.18,0.42,53.98,44.49,42.71,0.0,2.59,45.16,35.3,-27.88,42.82,35.3,47.75,Medium,Low
STU100280,21,Female,92.75,17.75,94.98,73.19,99.37,85.88,3.1,83.29,88.36,8.54,7.25,4.98,87.5,High,High
STU100281,24,Male,93.1,34.29,89.61,85.74,87.73,85.05,3.35,87.4,87.03,-1.28,6.9,2.54,88.2,High,High
STU100282,26,Female,68.77,10.54,76.14,64.77,67.32,75.38,2.53,67.31,70.9,0.89,31.23,6.73,68.73,Medium,High
STU100283,24,Male,71.06,11.13,72.75,81.28,73.53,69.94,2.85,72.45,74.38,-5.28,28.94,6.68,72.76,Medium,High
STU100284,23,Male,78.35,23.95,80.6,74.47,67.06,81.07,2.95,80.43,75.8,-3.47,21.65,3.16,76.16,Medium,High
STU100285,30,Male,96.08,13.11,99.15,92.01,88.7,85.3,3.12,91.59,91.29,-8.58,3.92,6.96,90.07,High,High
STU100286,20,Female,90.31,19.57,93.85,99.7,94.65,96.97,3.51,97.74,96.29,-0.97,9.69,4.92,92.79,High,High
STU100287,25,Female,49.47,11.66,51.34,62.24,46.9,51.63,0.96,36.22,53.03,-7.53,50.53,4.55,46.16,Low,Medium
STU100288,25,Male,76.65,8.33,58.6,65.3,60.56,62.07,2.63,65.18,61.63,-0.64,23.35,7.4,66.96,Medium,Medium
STU100289,24,Female,84.18,16.7,62.09,77.5,77.45,68.45,2.61,73.92,71.37,3.16,15.82,4.27,73.99,Medium,High
STU100290,28,Male,72.28,13.51,53.12,55.41,72.71,56.33,2.25,53.27,59.39,10.25,27.72,4.4,62.63,Medium,Medium
STU100291,21,Male,93.3,27.17,72.23,92.89,73.44,95.58,3.21,76.16,83.54,1.95,6.7,3.07,85.81,High,High
STU100292,30,Female,100.0,22.11,91.54,100.0,86.9,87.11,3.82,91.21,91.39,-8.77,0.0,4.13,94.79,High,High
STU100293,22,Female,62.91,12.84,48.63,73.79,58.18,89.24,2.18,53.55,67.46,12.5,37.09,5.25,63.5,Medium,Medium
STU100294,25,Female,76.61,21.26,56.06,68.08,83.83,64.69,2.31,66.4,68.16,12.19,23.39,3.21,68.61,Medium,Medium
STU100295,24,Female,67.89,5.19,72.23,64.92,70.78,49.38,2.0,60.2,64.33,-8.5,32.11,12.39,62.53,Low,Medium
STU100296,29,Female,62.15,11.41,83.91,60.24,51.6,67.0,2.35,49.59,65.69,-12.78,37.85,5.76,63.24,Medium,Medium
STU100297,23,Male,91.53,13.12,72.23,58.36,78.83,71.13,3.23,86.28,70.14,9.68,8.47,5.35,78.68,High,High
STU100298,21,Male,94.05,24.22,65.32,77.21,78.3,84.17,2.52,81.97,76.25,9.97,5.95,3.15,78.94,Medium,High
STU100299,18,Male,68.78,9.83,66.44,62.73,41.04,61.29,2.43,36.98,57.87,-13.42,31.22,5.89,61.72,Medium,Medium
STU100300,24,Female,49.3,0.0,53.83,47.83,22.56,39.54,1.39,18.23,40.94,-19.78,50.7,40.94,42.21,Low,Low
STU100301,28,Female,75.16,0.0,51.21,51.27,62.11,51.83,2.24,63.69,54.1,5.73,24.84,54.1,60.8,Medium,Medium
STU100302,18,Female,74.76,3.16,59.35,62.85,59.97,71.33,2.21,64.56,63.38,4.55,25.24,20.06,65.17,Medium,Medium
STU100303,29,Male,72.92,12.03,68.33,37.16,50.19,56.86,2.17,33.61,53.14,0.78,27.08,4.42,59.3,Medium,Medium
STU100304,25,Male,74.58,13.55,78.2,73.7,86.01,73.12,2.95,86.32,77.76,3.61,25.42,5.74,76.0,Medium,High
STU100305,19,Female,60.64,6.81,64.24,51.57,61.79,61.21,2.04,57.23,59.7,3.59,39.36,8.77,58.24,Medium,Medium
STU100306,21,Female,78.35,7.42,65.92,43.68,50.42,58.53,2.16,51.24,54.64,-0.32,21.65,7.36,61.62,Medium,Medium
STU100307,25,Male,63.9,21.13,64.57,64.24,59.76,58.88,2.52,54.7,61.86,-5.09,36.1,2.93,62.7,Medium,Medium
STU100308,22,Female,69.91,5.82,54.96,71.95,45.59,46.56,1.97,53.61,54.76,-17.38,30.09,9.41,58.2,Low,Medium
STU100309,19,Male,76.42,18.61,62.48,63.8,81.38,0.0,2.07,72.83,51.92,-22.45,23.58,2.79,59.24,Medium,Medium
STU100310,26,Male,75.76,17.99,59.04,72.25,48.99,62.61,1.98,51.14,60.72,-9.84,24.24,3.38,62.99,Low,Medium
STU100311,26,Male,82.15,23.15,74.93,73.59,63.57,89.19,3.0,52.13,75.32,2.12,17.85,3.25,77.3,Medium,High
STU100312,19,Male,70.53,4.83,66.9,79.38,57.81,59.33,1.7,49.55,65.86,-14.57,29.47,13.64,62.59,Low,Medium
STU100313,21,Female,80.3,13.54,61.47,50.31,92.52,66.97,2.2,64.51,67.82,23.86,19.7,5.01,69.0,Medium,Medium
STU100314,21,Male,53.64,9.78,75.79,62.6,47.01,66.59,1.89,44.21,63.0,-12.4,46.36,6.44,57.04,Low,Medium
STU100315,26,Male,90.14,29.93,71.59,86.81,86.26,83.77,3.08,76.94,82.11,5.81,9.86,2.74,83.5,High,High
STU100316,27,Male,92.8,16.13,72.49,68.2,67.05,53.48,2.16,69.71,65.31,-10.08,7.2,4.05,71.3,Medium,Medium
STU100317,27,Female,88.28,20.24,90.25,95.54,84.82,84.54,2.57,91.15,88.79,-8.22,11.72,4.39,83.73,Medium,High
STU100318,30,Male,44.0,17.01,64.12,36.2,65.2,43.83,1.54,50.88,52.34,4.35,56.0,3.08,47.07,Low,Medium
STU100319,27,Male,70.91,12.94,54.76,68.22,60.43,67.07,2.28,52.93,62.62,2.26,29.09,4.84,63.98,Medium,Medium
STU100320,22,Male,56.57,14.3,67.16,60.89,58.23,70.74,2.04,56.43,64.26,0.46,43.43,4.49,59.3,Medium,Medium
STU100321,19,Female,58.21,11.16,52.79,55.1,46.08,77.05,1.97,50.02,57.76,7.62,41.79,5.18,56.19,Low,Medium
STU100322,25,Female,67.4,16.33,59.31,53.32,81.1,61.28,2.41,77.93,63.75,14.88,32.6,3.9,64.14,Medium,Medium
STU100323,29,Male,100.0,24.87,91.77,86.59,100.0,81.29,3.5,91.15,89.91,1.47,0.0,3.62,92.46,High,High
STU100324,30,Male,73.99,14.07,52.16,57.18,46.46,47.25,2.23,60.31,50.76,-7.81,26.01,3.61,58.73,Medium,Medium
STU100325,20,Male,79.21,11.09,72.88,70.98,70.23,63.16,2.7,57.5,69.31,-5.24,20.79,6.25,71.92,Medium,Medium
STU100326,21,Female,72.06,12.7,71.87,66.44,62.63,78.39,1.18,60.59,69.83,1.36,27.94,5.5,62.43,Low,Medium
STU100327,18,Female,55.97,4.84,59.68,54.62,34.14,41.66,1.38,25.73,47.52,-19.25,44.03,9.82,47.45,Low,Low
STU100328,19,Male,69.14,16.97,61.95,65.44,72.36,35.06,2.3,66.47,58.7,-9.98,30.86,3.46,61.59,Medium,Medium
STU100329,25,Male,90.16,17.53,66.25,77.82,62.14,74.63,2.35,69.06,70.21,-3.65,9.84,4.01,73.9,Medium,High
STU100330,25,Female,77.82,15.31,76.17,77.43,58.6,74.68,2.64,50.74,71.72,-10.16,22.18,4.68,72.41,Medium,High
STU100331,22,Female,79.95,13.19,66.98,43.66,79.25,69.18,1.85,62.62,64.77,18.9,20.05,4.91,65.62,Low,Medium
STU100332,22,Male,52.08,10.62,50.93,59.45,59.13,55.28,1.51,50.89,56.2,2.02,47.92,5.29,51.27,Low,Medium
STU100333,28,Male,67.16,14.1,57.21,70.88,46.65,71.67,2.08,52.9,61.6,-4.89,32.84,4.37,61.35,Medium,Medium
STU100334,23,Male,76.0,1.93,72.23,72.65,80.99,83.04,2.81,63.08,77.23,9.58,24.0,40.02,75.46,Medium,High
STU100335,28,Female,75.15,15.04,66.22,50.23,58.27,47.98,1.83,56.33,55.68,-5.1,24.85,3.7,59.54,Low,Medium
STU100336,30,Female,61.27,13.71,63.84,54.57,41.7,55.97,2.49,49.95,54.02,-10.37,38.73,3.94,57.84,Medium,Medium
STU100337,22,Female,88.83,18.16,80.11,54.0,77.31,65.07,2.61,78.02,69.12,4.13,11.17,3.81,74.26,Medium,Medium
STU100338,20,Female,73.26,13.84,72.23,69.81,54.41,56.16,2.59,44.2,63.15,-15.74,26.74,4.56,66.5,Medium,Medium
STU100339,30,Male,69.27,24.79,66.87,81.46,83.44,80.99,3.26,76.54,78.19,8.05,30.73,3.15,76.18,High,High
STU100340,26,Male,68.89,8.81,49.42,52.05,40.98,65.07,1.35,45.97,51.88,2.29,31.11,5.89,53.36,Low,Medium
STU100341,21,Male,86.59,9.91,86.1,86.89,79.91,76.82,2.96,77.99,82.43,-8.13,13.41,8.32,81.99,Medium,High
STU100342,26,Female,71.82,18.18,76.9,84.24,67.01,71.13,2.96,68.59,74.82,-11.5,28.18,4.12,73.76,Medium,High
STU100343,24,Female,81.58,21.41,71.1,52.81,62.46,70.87,2.73,62.5,64.31,4.71,18.42,3.0,70.28,Medium,Medium
STU100344,29,Male,84.92,22.31,87.61,85.07,59.83,74.94,2.92,63.19,76.86,-18.96,15.08,3.45,78.51,Medium,High
STU100345,21,Male,72.41,14.04,77.73,63.86,74.62,59.7,2.42,86.79,68.98,-3.64,27.59,4.91,68.31,Medium,Medium
STU100346,30,Female,78.35,8.82,65.22,67.28,71.95,65.17,1.64,66.02,67.4,2.31,21.65,7.64,65.4,Low,Medium
STU100347,30,Female,87.44,27.98,72.23,87.3,85.53,91.87,3.18,74.26,84.23,8.94,12.56,3.01,84.25,High,High
STU100348,20,Female,90.58,24.28,91.77,70.31,94.11,93.4,2.91,99.51,87.4,12.72,9.42,3.6,85.42,Medium,High
STU100349,20,Male,76.05,13.8,57.78,46.5,52.3,62.21,2.33,68.23,54.7,5.11,23.95,3.96,61.82,Medium,Medium
STU100350,24,Female,79.23,16.46,72.19,81.93,77.42,82.45,2.05,78.62,78.5,2.88,20.77,4.77,73.27,Medium,High
STU100351,18,Female,92.63,21.54,82.76,76.55,83.3,95.81,3.08,92.83,84.6,9.9,7.37,3.93,85.49,High,High
STU100352,21,Female,74.15,16.95,63.86,67.78,67.67,56.61,2.57,80.42,63.98,-3.68,25.85,3.77,67.09,Medium,Medium
STU100353,23,Female,85.55,19.58,74.47,59.12,90.02,66.44,2.82,78.4,72.51,11.43,14.45,3.7,76.02,Medium,High
STU100354,30,Female,81.48,26.07,77.11,77.78,64.58,65.98,2.67,73.1,71.36,-12.16,18.52,2.74,73.47,Medium,High
STU100355,30,Female,65.23,15.01,72.82,63.47,41.67,73.33,2.15,57.98,62.82,-10.64,34.77,4.19,61.73,Medium,Medium
STU100356,19,Female,96.71,22.71,68.68,74.18,77.84,73.03,3.12,71.41,73.43,4.0,3.29,3.23,81.33,High,High
STU100357,29,Male,78.35,11.14,64.68,62.6,65.86,71.49,2.35,76.15,66.16,5.03,21.65,5.94,68.33,Medium,Medium
STU100358,19,Male,58.91,3.57,56.04,43.99,41.62,63.83,1.9,48.34,51.37,2.71,41.09,14.39,52.86,Low,Medium
STU100359,27,Female,54.15,9.38,66.79,65.14,57.45,60.61,1.81,60.87,62.5,-6.94,45.85,6.66,56.54,Low,Medium
STU100360,28,Female,56.56,14.83,71.75,45.18,63.53,58.42,2.53,66.13,59.72,2.51,43.44,4.03,59.48,Medium,Medium
STU100361,29,Male,84.07,23.23,83.86,88.47,88.15,70.62,2.99,75.71,82.78,-6.78,15.93,3.56,81.56,Medium,High
STU100362,20,Male,90.4,17.01,88.24,97.71,68.7,78.68,2.71,76.9,83.33,-19.28,9.6,4.9,82.34,Medium,High
STU100363,29,Female,87.95,23.4,90.22,100.0,73.17,85.97,2.88,69.77,87.34,-15.54,12.05,3.73,84.46,Medium,High
STU100364,19,Female,84.47,14.5,77.89,64.08,76.35,60.26,2.64,71.51,69.64,-2.68,15.53,4.8,73.36,Medium,Medium
STU100365,24,Female,85.63,20.85,69.11,80.64,84.23,70.93,2.52,83.87,76.23,2.71,14.37,3.66,76.4,Medium,High
STU100366,24,Male,73.02,18.1,74.07,67.42,80.42,56.36,2.62,73.44,69.57,-2.36,26.98,3.84,69.79,Medium,Medium
STU100367,22,Female,94.95,16.32,72.23,86.96,68.2,83.6,2.22,66.88,77.75,-3.69,5.05,4.76,78.46,Medium,High
STU100368,18,Female,82.13,15.17,80.36,79.21,78.95,60.82,2.91,63.82,74.83,-9.9,17.87,4.93,76.6,Medium,High
STU100369,28,Male,63.51,7.24,53.22,51.32,45.63,42.18,2.42,42.15,48.09,-8.36,36.49,6.64,55.2,Medium,Low
STU100370,22,Male,63.27,10.67,64.85,51.95,54.13,70.35,2.52,63.96,60.32,3.84,36.73,5.65,61.74,Medium,Medium
STU100371,26,Female,68.14,3.59,60.63,54.67,52.22,54.59,1.6,54.69,55.53,-4.25,31.86,15.47,56.21,Low,Medium
STU100372,23,Male,100.0,24.65,80.06,75.87,75.3,66.15,2.96,74.08,74.34,-7.24,0.0,3.02,81.97,Medium,High
STU100373,22,Female,89.93,30.71,90.98,88.36,95.61,92.71,3.32,89.11,91.92,4.49,10.07,2.99,89.54,High,High
STU100374,29,Female,43.05,6.29,48.6,45.83,50.7,49.74,1.41,42.98,48.72,3.0,56.95,7.75,44.32,Low,Low
STU100375,19,Female,89.86,25.96,82.3,82.0,83.11,100.0,3.42,78.82,86.85,9.41,10.14,3.35,87.48,High,High
STU100376,27,Male,76.38,13.27,62.94,64.46,70.73,60.79,2.42,71.26,64.73,2.06,23.62,4.88,67.38,Medium,Medium
STU100377,27,Female,85.98,21.72,85.54,87.63,76.52,72.41,2.69,65.87,80.53,-12.12,14.02,3.71,79.51,Medium,High
STU100378,22,Male,75.75,17.38,66.22,82.59,64.72,69.37,3.09,68.0,70.72,-7.36,24.25,4.07,73.54,High,High
STU100379,21,Female,94.89,24.26,100.0,78.08,74.74,94.58,2.83,86.75,86.85,-4.38,5.11,3.58,86.04,Medium,High
STU100380,18,Male,93.01,20.94,85.97,72.05,88.29,55.55,2.32,74.24,75.46,-7.09,6.99,3.6,77.23,Medium,High
STU100381,30,Female,60.44,6.28,43.69,45.99,43.83,53.67,1.42,56.05,46.8,3.91,39.56,7.45,48.63,Low,Low
STU100382,30,Female,75.96,5.18,76.4,94.73,72.89,71.89,2.66,60.41,78.98,-13.17,24.04,15.25,75.58,Medium,High
STU100383,21,Male,86.93,22.09,87.63,66.5,78.32,86.85,2.8,68.98,79.82,5.52,13.07,3.61,79.99,Medium,High
STU100384,18,Male,80.59,15.69,64.61,70.2,53.54,60.86,2.7,41.51,62.3,-10.2,19.41,3.97,68.83,Medium,Medium
STU100385,24,Female,96.88,19.7,82.05,82.0,80.45,80.2,2.55,83.52,81.18,-1.7,3.12,4.12,82.4,Medium,High
STU100386,18,Male,79.13,8.73,70.13,62.53,70.07,64.28,2.03,50.14,66.75,0.84,20.87,7.65,67.26,Medium,Medium
STU100387,28,Male,70.83,7.27,71.96,54.63,60.39,53.42,2.05,68.11,60.1,-6.39,29.17,8.27,61.55,Medium,Medium
STU100388,29,Male,57.04,4.91,56.69,54.83,50.18,58.37,1.89,62.92,55.02,-1.48,42.96,11.21,54.07,Low,Medium
STU100389,19,Female,79.22,9.73,77.13,56.97,63.2,64.15,2.38,64.93,65.36,-3.37,20.78,6.72,68.35,Medium,Medium
STU100390,27,Female,73.7,13.78,72.68,74.06,75.11,77.18,2.01,63.71,74.76,2.78,26.3,5.43,69.54,Medium,High
STU100391,20,Male,47.48,15.04,72.23,39.32,35.24,68.19,1.69,66.47,53.74,-4.06,52.52,3.57,49.56,Low,Medium
STU100392,22,Female,70.18,21.08,70.04,62.89,73.01,66.81,1.8,68.07,68.19,3.44,29.82,3.23,64.15,Low,Medium
STU100393,25,Male,66.37,10.53,59.92,27.17,50.69,50.44,1.28,46.98,47.06,7.02,33.63,4.47,49.84,Low,Low
STU100394,27,Male,76.41,12.68,44.74,55.08,36.48,69.36,2.6,51.37,51.41,3.01,23.59,4.05,61.63,Medium,Medium
STU100395,29,Male,92.07,22.02,58.13,79.26,80.42,76.24,2.33,78.16,73.51,9.63,7.93,3.34,76.03,Medium,High
STU100396,18,Male,55.91,17.02,62.97,66.72,74.82,65.62,2.02,56.67,67.53,5.38,44.09,3.97,60.64,Medium,Medium
STU100397,20,Male,98.61,27.34,73.54,59.72,80.48,72.17,2.96,75.46,71.48,9.7,1.39,2.61,80.12,Medium,High
STU100398,21,Female,100.0,28.39,89.1,100.0,95.44,100.0,3.64,95.83,96.14,3.17,0.0,3.39,96.27,High,High
STU100399,22,Male,93.12,24.96,83.52,92.94,92.19,83.47,3.07,66.47,88.03,-0.4,6.88,3.53,87.3,High,High
